transaction_id,txn_date,preparer_id,approver_id,account,amount,description
T003709,2026-05-16,U0363,U0027,6050-Facilities,1165.8,Facilities charge
T003710,2026-05-01,U0374,U0286,6050-Facilities,306.67,Facilities charge
T003711,2025-09-10,U0154,,6070-Utilities,771.9,Utilities charge
T003712,2025-11-25,U0293,U0328,6070-Utilities,903.14,Utilities charge
T003713,2026-03-28,U0146,U0205,6030-Professional Fees,9800.0,Professional Fees charge
T003714,2026-03-26,U0369,,6050-Facilities,803.72,Facilities charge
T003715,2026-06-21,U0161,,6080-Consulting,198.7,Consulting charge
T003716,2026-06-28,U0377,,6040-IT Software,580.74,IT Software charge
T003717,2026-08-24,U0338,,6100-Freight & Shipping,735.5,Freight & Shipping charge
T003718,2026-08-29,U0313,,6050-Facilities,496.66,Facilities charge
T003719,2026-01-10,U0048,,6100-Freight & Shipping,49.64,Freight & Shipping charge
T003720,2026-06-29,U0025,,6100-Freight & Shipping,587.89,Freight & Shipping charge
T003721,2026-01-23,U0013,U0086,6100-Freight & Shipping,5618.3,Freight & Shipping charge
T003722,2026-04-12,U0241,U0128,6050-Facilities,331.61,Facilities charge
T003723,2026-01-10,U0341,U0316,6070-Utilities,221.21,Utilities charge
T003724,2026-08-27,U0337,U0063,6090-Equipment,742.99,Equipment charge
T003725,2026-07-13,U0186,,6050-Facilities,694.79,Facilities charge
T003726,2025-09-09,U0144,U0261,6010-Office Supplies,1829.89,Office Supplies charge
T003727,2026-08-24,U0252,U0342,6030-Professional Fees,123.51,Professional Fees charge
T003728,2026-08-27,U0306,,6050-Facilities,1101.6,Facilities charge
T003729,2025-11-22,U0372,,6060-Marketing,943.38,Marketing charge
T003730,2026-08-23,U0292,,6080-Consulting,421.42,Consulting charge
T003731,2026-05-28,U0289,U0260,6030-Professional Fees,715.2,Professional Fees charge
T003732,2026-07-27,U0303,U0386,6090-Equipment,1529.05,Equipment charge
T003733,2026-01-27,U0315,U0048,6020-Travel & Entertainment,1286.33,Travel & Entertainment charge
T003734,2026-08-24,U0117,,6050-Facilities,140.15,Facilities charge
T003735,2026-04-28,U0173,,6100-Freight & Shipping,1214.6,Freight & Shipping charge
T003736,2026-03-20,U0154,,6010-Office Supplies,458.9,Office Supplies charge
T003737,2026-08-18,U0248,,6080-Consulting,533.87,Consulting charge
T003738,2025-12-08,U0222,U0362,6090-Equipment,534.06,Equipment charge
T003739,2025-11-18,U0257,U0315,6040-IT Software,417.69,IT Software charge
T003740,2026-06-21,U0039,,6030-Professional Fees,1827.82,Professional Fees charge
T003741,2025-09-04,U0077,,6020-Travel & Entertainment,449.4,Travel & Entertainment charge
T003742,2026-04-19,U0180,U0289,6090-Equipment,143.81,Equipment charge
T003743,2026-05-26,U0389,,6070-Utilities,319.62,Utilities charge
T003744,2026-05-11,U0205,,6060-Marketing,599.78,Marketing charge
T003745,2026-04-29,U0146,U0222,6070-Utilities,1904.81,Utilities charge
T003746,2026-04-17,U0302,,6060-Marketing,956.62,Marketing charge
T003747,2025-11-07,U0306,,6050-Facilities,193.33,Facilities charge
T003748,2026-03-15,U0239,U0103,6060-Marketing,7583.34,Marketing charge
T003749,2026-02-02,U0147,,6050-Facilities,659.35,Facilities charge
T003750,2026-03-28,U0100,U0248,6050-Facilities,9800.0,Facilities charge
T003751,2026-05-21,U0014,,6040-IT Software,2004.06,IT Software charge
T003752,2025-10-03,U0029,U0115,6080-Consulting,417.01,Consulting charge
T003753,2026-07-16,U0031,U0124,6050-Facilities,885.98,Facilities charge
T003754,2026-07-27,U0296,U0188,6070-Utilities,1240.68,Utilities charge
T003755,2026-06-04,U0032,U0353,6100-Freight & Shipping,1881.86,Freight & Shipping charge
T003756,2025-10-06,U0159,,6040-IT Software,1576.72,IT Software charge
T003757,2026-04-10,U0336,,6020-Travel & Entertainment,1286.16,Travel & Entertainment charge
T003758,2026-06-22,U0280,U0090,6080-Consulting,348.42,Consulting charge
T003759,2026-01-16,U0320,,6020-Travel & Entertainment,262.72,Travel & Entertainment charge
T003760,2026-05-28,U0154,,6010-Office Supplies,710.43,Office Supplies charge
T003761,2025-12-14,U0268,,6060-Marketing,1375.32,Marketing charge
T003762,2026-02-01,U0284,U0181,6090-Equipment,385.68,Equipment charge
T003763,2026-07-25,U0288,,6040-IT Software,1590.32,IT Software charge
T003764,2026-06-27,U0190,,6090-Equipment,2435.43,Equipment charge
T003765,2025-09-01,U0250,U0087,6030-Professional Fees,179.84,Professional Fees charge
T003766,2025-09-23,U0382,,6040-IT Software,196.25,IT Software charge
T003767,2026-07-05,U0306,U0014,6030-Professional Fees,422.25,Professional Fees charge
T003768,2025-12-07,U0270,U0325,6050-Facilities,691.16,Facilities charge
T003769,2026-08-07,U0255,,6080-Consulting,276.71,Consulting charge
T003770,2026-03-05,U0266,,6100-Freight & Shipping,2180.75,Freight & Shipping charge
T003771,2026-02-06,U0385,,6020-Travel & Entertainment,785.62,Travel & Entertainment charge
T003772,2026-08-18,U0152,U0291,6090-Equipment,514.6,Equipment charge
T003773,2025-11-06,U0301,,6100-Freight & Shipping,101.54,Freight & Shipping charge
T003774,2026-08-23,U0227,U0329,6090-Equipment,115.89,Equipment charge
T003775,2025-11-21,U0243,U0249,6040-IT Software,671.23,IT Software charge
T003776,2026-07-27,U0023,,6060-Marketing,47.19,Marketing charge
T003777,2026-01-22,U0362,,6030-Professional Fees,1501.02,Professional Fees charge
T003778,2026-05-23,U0166,,6040-IT Software,414.07,IT Software charge
T003779,2026-08-25,U0113,U0342,6010-Office Supplies,17455.36,Office Supplies charge
T003780,2026-08-03,U0124,U0307,6020-Travel & Entertainment,6239.83,Travel & Entertainment charge
T003781,2026-04-28,U0055,U0088,6090-Equipment,403.59,Equipment charge
T003782,2026-03-05,U0219,,6060-Marketing,438.36,Marketing charge
T003783,2026-07-01,U0316,,6010-Office Supplies,1473.12,Office Supplies charge
T003784,2025-11-08,U0135,U0275,6080-Consulting,3208.28,Consulting charge
T003785,2026-04-19,U0070,,6100-Freight & Shipping,81.3,Freight & Shipping charge
T003786,2025-11-27,U0089,,6040-IT Software,69.06,IT Software charge
T003787,2025-09-19,U0037,U0314,6070-Utilities,248.58,Utilities charge
T003788,2026-07-24,U0365,,6080-Consulting,935.43,Consulting charge
T003789,2026-04-27,U0160,,6080-Consulting,851.13,Consulting charge
T003790,2026-07-19,U0045,,6080-Consulting,1598.38,Consulting charge
T003791,2026-07-01,U0118,,6090-Equipment,131.67,Equipment charge
T003792,2026-06-04,U0314,,6100-Freight & Shipping,38.56,Freight & Shipping charge
T003793,2026-04-25,U0122,,6090-Equipment,1266.25,Equipment charge
T003794,2026-05-11,U0181,,6100-Freight & Shipping,198.14,Freight & Shipping charge
T003795,2026-05-20,U0212,,6100-Freight & Shipping,53.5,Freight & Shipping charge
T003796,2026-03-27,U0098,U0297,6090-Equipment,578.0,Equipment charge
T003797,2026-03-30,U0256,,6040-IT Software,1179.08,IT Software charge
T003798,2026-08-17,U0014,U0344,6080-Consulting,430.84,Consulting charge
T003799,2026-08-15,U0231,,6020-Travel & Entertainment,297.78,Travel & Entertainment charge
T003800,2026-07-06,U0390,,6010-Office Supplies,413.52,Office Supplies charge
T003801,2026-06-08,U0054,,6090-Equipment,327.79,Equipment charge
T003802,2026-06-04,U0379,,6090-Equipment,111.85,Equipment charge
T003803,2026-05-20,U0060,U0284,6030-Professional Fees,224.49,Professional Fees charge
T003804,2026-03-25,U0008,,6070-Utilities,874.29,Utilities charge
T003805,2025-09-19,U0345,,6020-Travel & Entertainment,701.94,Travel & Entertainment charge
T003806,2026-05-05,U0127,U0320,6030-Professional Fees,592.81,Professional Fees charge
T003807,2025-12-28,U0351,,6040-IT Software,164.9,IT Software charge
T003808,2026-04-12,U0388,,6050-Facilities,403.57,Facilities charge
T003809,2026-01-03,U0031,,6060-Marketing,44.94,Marketing charge
T003810,2026-05-20,U0266,,6100-Freight & Shipping,599.64,Freight & Shipping charge
T003811,2025-12-07,U0130,,6060-Marketing,2372.6,Marketing charge
T003812,2026-04-15,U0281,,6040-IT Software,97.36,IT Software charge
T003813,2025-12-21,U0385,,6020-Travel & Entertainment,258.65,Travel & Entertainment charge
T003814,2026-08-15,U0029,,6060-Marketing,707.7,Marketing charge
T003815,2025-11-05,U0205,,6020-Travel & Entertainment,1954.96,Travel & Entertainment charge
T003816,2025-12-23,U0394,,6090-Equipment,300.95,Equipment charge
T003817,2025-09-23,U0150,,6050-Facilities,230.1,Facilities charge
T003818,2025-10-24,U0122,,6020-Travel & Entertainment,56.5,Travel & Entertainment charge
T003819,2025-09-27,U0279,,6020-Travel & Entertainment,552.13,Travel & Entertainment charge
T003820,2026-02-13,U0379,,6010-Office Supplies,4657.73,Office Supplies charge
T003821,2025-10-29,U0257,,6060-Marketing,668.54,Marketing charge
T003822,2026-07-06,U0308,,6020-Travel & Entertainment,480.82,Travel & Entertainment charge
T003823,2026-04-19,U0253,U0084,6100-Freight & Shipping,702.25,Freight & Shipping charge
T003824,2026-07-25,U0133,,6050-Facilities,486.77,Facilities charge
T003825,2026-04-07,U0204,,6090-Equipment,201.48,Equipment charge
T003826,2026-06-22,U0274,,6050-Facilities,1218.78,Facilities charge
T003827,2026-04-05,U0133,,6070-Utilities,631.65,Utilities charge
T003828,2026-04-10,U0042,,6040-IT Software,502.39,IT Software charge
T003829,2025-12-21,U0277,U0070,6080-Consulting,168.53,Consulting charge
T003830,2026-06-26,U0203,,6080-Consulting,2067.01,Consulting charge
T003831,2026-07-05,U0095,U0295,6030-Professional Fees,1023.69,Professional Fees charge
T003832,2026-06-14,U0226,U0054,6040-IT Software,268.21,IT Software charge
T003833,2026-06-14,U0187,,6060-Marketing,1483.27,Marketing charge
T003834,2025-11-23,U0375,,6040-IT Software,285.05,IT Software charge
T003835,2026-03-10,U0216,,6020-Travel & Entertainment,208.47,Travel & Entertainment charge
T003836,2026-06-03,U0146,,6040-IT Software,213.65,IT Software charge
T003837,2026-04-27,U0018,,6040-IT Software,70.23,IT Software charge
T003838,2026-08-30,U0273,,6050-Facilities,827.74,Facilities charge
T003839,2026-07-21,U0194,U0051,6100-Freight & Shipping,65.74,Freight & Shipping charge
T003840,2026-05-08,U0365,,6050-Facilities,127.58,Facilities charge
T003841,2025-10-29,U0353,U0011,6070-Utilities,50.24,Utilities charge
T003842,2025-11-24,U0095,U0326,6020-Travel & Entertainment,448.24,Travel & Entertainment charge
T003843,2025-10-07,U0318,U0170,6050-Facilities,417.65,Facilities charge
T003844,2026-08-08,U0157,,6080-Consulting,344.0,Consulting charge
T003845,2026-01-09,U0341,,6090-Equipment,156.52,Equipment charge
T003846,2026-01-26,U0260,U0074,6010-Office Supplies,135.71,Office Supplies charge
T003847,2026-03-27,U0309,,6050-Facilities,821.23,Facilities charge
T003848,2025-09-15,U0118,,6030-Professional Fees,268.91,Professional Fees charge
T003849,2025-09-16,U0200,,6100-Freight & Shipping,697.84,Freight & Shipping charge
T003850,2025-10-30,U0109,,6090-Equipment,186.09,Equipment charge
T003851,2026-04-24,U0261,,6020-Travel & Entertainment,601.35,Travel & Entertainment charge
T003852,2026-03-31,U0239,U0177,6070-Utilities,2066.49,Utilities charge
T003853,2026-01-02,U0226,,6050-Facilities,938.97,Facilities charge
T003854,2025-11-08,U0024,,6030-Professional Fees,313.04,Professional Fees charge
T003855,2026-01-16,U0127,U0121,6100-Freight & Shipping,653.88,Freight & Shipping charge
T003856,2026-04-05,U0253,,6090-Equipment,378.14,Equipment charge
T003857,2026-07-14,U0205,,6010-Office Supplies,497.04,Office Supplies charge
T003858,2025-10-07,U0355,,6060-Marketing,344.41,Marketing charge
T003859,2025-11-01,U0233,,6050-Facilities,411.26,Facilities charge
T003860,2026-01-04,U0123,,6060-Marketing,622.23,Marketing charge
T003861,2026-03-04,U0227,U0216,6070-Utilities,165.22,Utilities charge
T003862,2025-10-27,U0035,,6090-Equipment,161.18,Equipment charge
T003863,2026-03-14,U0075,,6040-IT Software,106.98,IT Software charge
T003864,2026-07-27,U0204,,6070-Utilities,84.75,Utilities charge
T003865,2026-06-26,U0204,,6030-Professional Fees,129.15,Professional Fees charge
T003866,2026-03-12,U0253,U0031,6050-Facilities,587.23,Facilities charge
T003867,2025-12-20,U0020,,6090-Equipment,184.55,Equipment charge
T003868,2026-02-23,U0189,,6020-Travel & Entertainment,866.95,Travel & Entertainment charge
T003869,2026-01-26,U0154,,6050-Facilities,511.93,Facilities charge
T003870,2025-12-02,U0084,U0001,6090-Equipment,56.52,Equipment charge
T003871,2026-04-29,U0170,U0207,6040-IT Software,1012.8,IT Software charge
T003872,2026-03-13,U0158,,6020-Travel & Entertainment,1202.16,Travel & Entertainment charge
T003873,2025-12-11,U0335,U0341,6030-Professional Fees,165.13,Professional Fees charge
T003874,2026-05-28,U0264,,6090-Equipment,782.28,Equipment charge
T003875,2025-10-03,U0124,U0013,6030-Professional Fees,192.07,Professional Fees charge
T003876,2026-02-12,U0336,,6050-Facilities,548.64,Facilities charge
T003877,2026-04-06,U0251,U0306,6020-Travel & Entertainment,122.62,Travel & Entertainment charge
T003878,2026-05-16,U0215,,6010-Office Supplies,68.55,Office Supplies charge
T003879,2026-05-04,U0309,U0052,6040-IT Software,323.4,IT Software charge
T003880,2025-10-18,U0183,,6020-Travel & Entertainment,430.05,Travel & Entertainment charge
T003881,2026-03-31,U0308,,6030-Professional Fees,318.16,Professional Fees charge
T003882,2026-05-07,U0013,,6090-Equipment,133.96,Equipment charge
T003883,2026-07-12,U0031,,6070-Utilities,317.38,Utilities charge
T003884,2025-11-05,U0171,,6060-Marketing,662.63,Marketing charge
T003885,2026-07-26,U0235,U0249,6090-Equipment,469.01,Equipment charge
T003886,2026-08-03,U0333,,6040-IT Software,602.3,IT Software charge
T003887,2026-03-10,U0045,,6050-Facilities,235.77,Facilities charge
T003888,2026-03-26,U0011,U0109,6010-Office Supplies,1788.07,Office Supplies charge
T003889,2026-04-10,U0291,,6060-Marketing,135.13,Marketing charge
T003890,2026-08-23,U0189,,6010-Office Supplies,842.45,Office Supplies charge
T003891,2025-11-26,U0081,U0091,6050-Facilities,1808.19,Facilities charge
T003892,2026-03-26,U0020,U0048,6070-Utilities,836.31,Utilities charge
T003893,2026-02-11,U0147,U0233,6100-Freight & Shipping,394.34,Freight & Shipping charge
T003894,2026-01-06,U0246,,6040-IT Software,275.58,IT Software charge
T003895,2025-11-09,U0075,U0181,6030-Professional Fees,1540.24,Professional Fees charge
T003896,2026-06-28,U0133,U0215,6030-Professional Fees,103.0,Professional Fees charge
T003897,2025-11-11,U0217,,6010-Office Supplies,169.5,Office Supplies charge
T003898,2025-09-24,U0355,U0308,6020-Travel & Entertainment,318.2,Travel & Entertainment charge
T003899,2025-12-17,U0174,U0376,6040-IT Software,1922.57,IT Software charge
T003900,2026-03-06,U0103,,6030-Professional Fees,748.26,Professional Fees charge
T003901,2025-12-19,U0069,,6030-Professional Fees,169.89,Professional Fees charge
T003902,2026-03-30,U0189,U0109,6050-Facilities,350.26,Facilities charge
T003903,2026-03-24,U0289,U0256,6050-Facilities,250.7,Facilities charge
T003904,2025-09-03,U0248,,6030-Professional Fees,225.71,Professional Fees charge
T003905,2025-12-08,U0248,U0337,6050-Facilities,1446.32,Facilities charge
T003906,2026-01-05,U0204,,6070-Utilities,108.97,Utilities charge
T003907,2026-07-18,U0274,,6040-IT Software,2891.87,IT Software charge
T003908,2026-07-18,U0372,,6060-Marketing,1225.44,Marketing charge
T003909,2026-03-02,U0133,U0104,6070-Utilities,1635.9,Utilities charge
T003910,2026-03-26,U0220,,6060-Marketing,296.12,Marketing charge
T003911,2026-01-15,U0042,,6080-Consulting,417.83,Consulting charge
T003912,2026-03-09,U0093,,6040-IT Software,101.85,IT Software charge
T003913,2026-04-02,U0361,U0212,6070-Utilities,276.68,Utilities charge
T003914,2026-01-06,U0127,,6070-Utilities,848.12,Utilities charge
T003915,2026-01-26,U0094,,6080-Consulting,2050.15,Consulting charge
T003916,2026-04-11,U0226,,6060-Marketing,145.78,Marketing charge
T003917,2026-06-25,U0323,,6070-Utilities,329.62,Utilities charge
T003918,2026-06-10,U0332,U0118,6060-Marketing,417.2,Marketing charge
T003919,2026-05-11,U0222,U0276,6100-Freight & Shipping,106.13,Freight & Shipping charge
T003920,2025-11-20,U0050,,6080-Consulting,944.34,Consulting charge
T003921,2025-12-10,U0242,,6090-Equipment,222.21,Equipment charge
T003922,2026-08-04,U0123,,6050-Facilities,397.45,Facilities charge
T003923,2026-01-05,U0248,,6100-Freight & Shipping,299.72,Freight & Shipping charge
T003924,2026-06-03,U0226,,6030-Professional Fees,206.79,Professional Fees charge
T003925,2025-12-31,U0374,,6100-Freight & Shipping,488.95,Freight & Shipping charge
T003926,2026-08-03,U0315,,6020-Travel & Entertainment,388.71,Travel & Entertainment charge
T003927,2026-08-11,U0129,,6090-Equipment,327.33,Equipment charge
T003928,2026-08-02,U0297,U0140,6040-IT Software,221.12,IT Software charge
T003929,2026-05-13,U0017,,6040-IT Software,700.28,IT Software charge
T003930,2026-08-20,U0273,,6030-Professional Fees,3038.07,Professional Fees charge
T003931,2026-01-19,U0058,,6090-Equipment,574.72,Equipment charge
T003932,2026-08-31,U0319,U0157,6010-Office Supplies,1473.99,Office Supplies charge
T003933,2025-12-16,U0329,U0163,6020-Travel & Entertainment,106.78,Travel & Entertainment charge
T003934,2025-12-10,U0229,,6100-Freight & Shipping,586.13,Freight & Shipping charge
T003935,2026-03-23,U0256,U0085,6030-Professional Fees,147.36,Professional Fees charge
T003936,2026-07-22,U0333,,6030-Professional Fees,97.07,Professional Fees charge
T003937,2026-03-27,U0194,U0065,6040-IT Software,218.48,IT Software charge
T003938,2025-11-11,U0266,,6100-Freight & Shipping,1828.2,Freight & Shipping charge
T003939,2025-09-06,U0170,,6040-IT Software,1401.11,IT Software charge
T003940,2026-08-07,U0292,U0376,6020-Travel & Entertainment,643.75,Travel & Entertainment charge
T003941,2026-08-26,U0238,,6070-Utilities,91.29,Utilities charge
T003942,2026-07-15,U0054,,6070-Utilities,397.06,Utilities charge
T003943,2026-08-16,U0237,,6090-Equipment,686.68,Equipment charge
T003944,2025-10-27,U0348,,6010-Office Supplies,597.7,Office Supplies charge
T003945,2026-02-27,U0099,,6100-Freight & Shipping,64.83,Freight & Shipping charge
T003946,2026-06-18,U0142,,6100-Freight & Shipping,185.05,Freight & Shipping charge
T003947,2025-12-09,U0050,,6040-IT Software,459.21,IT Software charge
T003948,2026-05-02,U0125,,6070-Utilities,888.84,Utilities charge
T003949,2026-08-18,U0120,U0031,6050-Facilities,44.0,Facilities charge
T003950,2026-06-07,U0324,U0045,6050-Facilities,412.26,Facilities charge
T003951,2026-05-11,U0251,U0144,6100-Freight & Shipping,576.72,Freight & Shipping charge
T003952,2025-10-17,U0314,,6020-Travel & Entertainment,1254.6,Travel & Entertainment charge
